AktivitÃ¤ts-ID;AktivitÃ¤tsdatum;Name der AktivitÃ¤t;AktivitÃ¤tsart;AktivitÃ¤tsbeschreibung;Verstrichene Zeit;Distanz;Max. Herzfrequenz;Relative Leistung;Pendeln;Hinweis zur PrivatsphÃ¤re fÃ¼r AktivitÃ¤ten;AktivitÃ¤tsausrÃ¼stung;Dateiname;Sportlergewicht;Fahrradgewicht;Verstrichene Zeit_1;Bewegungszeit;Distanz_2;HÃ¶chstgeschw.;Durchschnittliche Geschwindigkeit;HÃ¶henzunahme;HÃ¶henunterschied;Min. HÃ¶he;Max. HÃ¶he;Max. Steigung;Durchschnittliche Steigung;Durchschnittliche positive Steigung;Durchschnittliche negative Steigung;Max. Tritt-/Schrittfrequenz;Durchschnittliche Trittfrequenz;Max. Herzfrequenz_3;Durchschnittliche Herzfrequenz;Max. Watt;Durchschnittliche Watt;Kalorien;Max. Temperatur;Durchschnittliche Temperatur;Relative Leistung_4;Gesamtarbeit;Anzahl LÃ¤ufe;Bergaufzeit;Bergabzeit;Andere Zeit;GefÃ¼hlte Anstrengung;Art;Startzeit;Gewichtete durchschnittliche Leistung;Leistungszahl;GefÃ¼hlte Anstrengung verwenden;GefÃ¼hlte relative Leistung;Pendeln_5;Insgesamt gestemmtes Gewicht;Von Upload;Auf Steigung angepasste Distanz;Wetterbeobachtungszeit;Wetterlage;Wetter: Temperatur;Scheinbare Temperatur;Taupunkt;Luftfeuchtigkeit;Wetter: Druck;Windgeschwindigkeit;WindbÃ¶e;Windrichtung;NiederschlagsintensitÃ¤t;Sonnenaufgangszeit;Sonnenuntergangszeit;Mondphase;Fahrrad;AusrÃ¼stung;Niederschlagswahrscheinlichkeit;Niederschlagsart;Wolkendecke;Wetter: Sichtbarkeit;UV-Index;Wetter: Ozon;Sprunganzahl;Schwierigkeit insgesamt;Durchschnittlicher Flow;Markiert;Durchschnittsgeschwindigkeit im Aufzeichnungszeitraum;Auf Schotter zurÃ¼ckgelegte Distanz;Neu getestete Distanz;Neu getestete Schotterdistanz;AktivitÃ¤tsanzahl;Schritte insgesamt;Eingesparte COâ‚‚-Emissionen;Pool-LÃ¤nge;Trainingsbelastung;IntensitÃ¤t;Durchschnittliches auf Steigung angepasstes Tempo;Medien
1745248039;02.08.2018 16:23;Fahrt am Abend;Radfahrt;;4665;27,70;;;FALSCH;;;activities/1745248039.gpx;62;;4665;4101;27704.5;17.20000076;;539.9644165;;478.2999878;656.9000244;39.79999924;-0.001443809;;;;;;;;159.3618774;728.7010498;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1753540522;06.08.2018 06:47;gurnigel;Radfahrt;;15104;78,71;;;FALSCH;;;activities/1753540522.gpx;70;;15104;12844;78717.5;19.79999924;;1645.014038;;540;1543.699951;49;0.000889256;;;;;;;;160.0740356;2292.429443;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1756543236;07.08.2018 15:55;Fahrt am Nachmittag;Radfahrt;;6704;40,84;;;FALSCH;;;activities/1756543236.fit;70;;6704;5953;40843.80078;18.79999924;;531;525;487.2000122;698.7999878;17.5;0.010772749;;;;64;;119;;129.6992798;635;;27;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1756982288;07.08.2018 20:59;Schwimmen nachts;Schwimmen;;1080;500;;;FALSCH;;;;;;1080;1080;500;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1761349207;09.08.2018 19:52;Radfahrt nachts;Radfahrt;;1082;10,68;;;FALSCH;;;activities/1761349207.gpx;70;;1082;1082;10680.90039;14.5;;80.29190826;;540;696.2000122;20;-1.40343976;;;;;;;;194.3789215;234.5046539;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1762293412;10.08.2018 08:37;Radfahrt am Morgen;Radfahrt;;3191;11,90;;;FALSCH;;;activities/1762293412.gpx;70;;3191;1924;11907.40039;15.10000038;;189.2214203;;508;568.9000244;43.79999924;0.013437022;;;;;;;;139.8647766;300.0467834;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1763064636;10.08.2018 13:06;Fahrt am Nachmittag;Radfahrt;;15111;82,19;;;FALSCH;;;activities/1763064636.tcx;70;;15111;12692;82196.5;17.70000076;;1447.199951;;535.2000122;1530.300049;48.09999847;0;;;;;;;;150.7095337;1222;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1766185992;12.08.2018 03:42;earlybird mit dr meli;Radfahrt;;8065;56,51;;;FALSCH;;;activities/1766185992.gpx;70;;8065;7804;56514.80078;13.5;;686.0014648;;508;626;44.40000153;-0.000707779;;;;;;;;148.0171356;1287.963989;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1773354391;15.08.2018 07:23;Radfahrt am Morgen;Radfahrt;;7522;46,23;;;FALSCH;;;activities/1773354391.gpx;70;;7522;6871;46238.30078;18.79999924;;917.2954102;;447;743.2000122;30.79999924;0.006055586;;;;;;;;173.1279297;1326.362183;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1775491480;16.08.2018 05:30;Lauf am Morgen;Lauf;;4071;12,91;;;FALSCH;;;activities/1775491480.gpx;70;;4071;3833;12910.90039;13.10000038;;173.5880432;;509;582;22.60000038;-0.006196315;;;;;;;;;1150.601074;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1776686628;16.08.2018 16:19;Fahrt am Abend;Radfahrt;;5663;40,70;;;FALSCH;;;activities/1776686628.gpx;70;;5663;5477;40699.10156;17;;730.3067017;;483;697.9000244;35.90000153;-0.009336816;;;;;;;;178.7047119;1091.325562;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1785637007;20.08.2018 17:21;Lauf am Abend;Lauf;;724;2,35;;;FALSCH;;;activities/1785637007.gpx;70;;724;710;2352.699951;4.900000095;;28.96416664;;545.5999756;562.7000122;22.29999924;0.667318404;;;;;;;;;212.3097534;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1788036072;21.08.2018 16:47;18%;Radfahrt;;5769;39,89;;;FALSCH;;;activities/1788036072.gpx;70;;5769;5274;39895.80078;15.80000019;;722.239502;;483;697.9000244;45.20000076;-0.009775465;;;;;;;;179.6929016;1056.686523;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;media/E84B8B5E-6DA1-4B3B-825B-6335FC134E8B.jpg
1800819579;27.08.2018 12:01;Ulmizberg u GÃ¤gÃ¤wind;Radfahrt;;7133;41,21;;;FALSCH;;;activities/1800819579.gpx;70;;7133;6531;41213.10156;18.79999924;;948.2313232;;491;950;48.59999847;-0.000485283;;;;;;;;173.2255707;1261.439941;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1802233960;28.08.2018 05:08;classic;Lauf;;3857;12,82;;;FALSCH;;;activities/1802233960.gpx;70;;3857;3637;12819.7002;8.699999809;;173.4912109;;509;582;23.89999962;0.018721187;;;;;;;;;1144.339722;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1803412683;28.08.2018 15:53;firabe mit mÃ¤thu;Radfahrt;;5451;32,91;;;FALSCH;;;activities/1803412683.gpx;70;;5451;4798;32913.30078;18;;758.2254028;;540;939;49;0.003645943;;;;;;;;188.0602417;1006.079041;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;media/D29D1BAD-4CF7-4564-B8D8-104FCA650AB8.jpg
1805355641;29.08.2018 11:06;lieber Velo aus lehrÃ¤;Radfahrt;;11533;77,47;;;FALSCH;;;activities/1805355641.gpx;70;;11533;10643;77474.60156;14.80000019;;1069.881104;;508;769.2000122;45.5;0.000516298;;;;;;;;159.4906311;1892.666504;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1809792614;31.08.2018 13:13;Lauf am Nachmittag;Lauf;;6035;20,05;;;FALSCH;;;activities/1809792614.gpx;70;;6035;5648;20053.90039;15.30000019;;305.6026611;;492;582;24.79999924;-0.006482529;;;;;;;;;1814.768921;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1816912927;03.09.2018 15:30;Fahrt am Nachmittag;Radfahrt;;5859;41,61;;;FALSCH;;;activities/1816912927.gpx;70;;5859;5489;41615.60156;16.70000076;;733.0587158;;483;698;32.20000076;-0.000240295;;;;;;;;189.8964691;1162.21106;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1819475094;04.09.2018 16:07;thorberg-cher ;Radfahrt;;10046;56,34;;;FALSCH;;;activities/1819475094.gpx;70;;10046;7877;56344.60156;17.70000076;;888.1366577;;483;708.9000244;41.29999924;0.002839669;;;;;;;;172.155777;1512.019287;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1821031230;05.09.2018 07:54;sunnigs Ã¤mmitau;Radfahrt;;20658;93,97;;;FALSCH;;;activities/1821031230.gpx;70;;20658;16277;93975;18.60000038;;2034.841797;;509.8999939;1132;41.70000076;-0.000532056;;;;;;;;148.7562561;2699.755615;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;media/ADE59EAA-92D9-4F98-B9C5-BE3EFA1D5B82.jpg|media/EF699743-A7FA-4F50-92B7-D5B2BF5FB286.jpg
1824708394;07.09.2018 06:05;Lauf am Morgen;Lauf;;2880;9,45;;;FALSCH;;;activities/1824708394.gpx;70;;2880;2706;9454.599609;12.30000019;;140.3877716;;509;577.7000122;24.5;-0.012692234;;;;;;;;;847.862915;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825842555;07.09.2018 15:50;1000;Radfahrt;;9015;58,23;;;FALSCH;;;activities/1825842555.gpx;70;;9015;8101;58232;19;;964.874939;;505;809;41.29999924;0.004293172;;;;;;;;177.2223358;1600.781128;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827154492;08.09.2018 10:27;Mittagslauf;Lauf;;4153;14,14;;;FALSCH;;;activities/1827154492.gpx;70;;4153;4030;14139.59961;7.099999905;;218.6645355;;509;582;26;-0.005657868;;;;;;;;;1274.675659;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1830474286;09.09.2018 14:23;prÃ¼efigsvorbereitig ðŸ‘¨ðŸ½â€ðŸ’»;Radfahrt;;5783;40,75;;;FALSCH;;;activities/1830474286.gpx;70;;5783;5631;40758.10156;16.39999962;;726.7859497;;483;697.7999878;32.20000076;-0.0019628;;;;;;;;171.991272;1079.858398;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831755678;10.09.2018 07:47;Lauf am Morgen;Lauf;;3026;9,76;;;FALSCH;;;activities/1831755678.gpx;70;;3026;2641;9762.5;9.300000191;;114.9123917;;539.2999878;582;21.89999962;0.023559539;;;;;;;;;866.1137085;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1834922353;11.09.2018 16:04;im windschatte vom lÃ¼ku u mÃ¤thu;Radfahrt;;6930;51,21;;;FALSCH;;;activities/1834922353.gpx;70;;6930;6611;51216.5;17.70000076;;868.1332397;;440.6000061;743.2999878;38.29999924;0.004100241;;;;;;;;188.9584351;1392.862671;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836915246;12.09.2018 15:23;Lauf am Nachmittag;Lauf;;3676;7,27;;;FALSCH;;;activities/1836915246.gpx;70;;3676;1990;7275.799805;7.300000191;;113.2622147;;545.5999756;584.2000122;44;0.137441933;;;;;;;;;660.2115479;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1838846423;13.09.2018 12:31;wiederemau ume wohlesee;Radfahrt;;5305;41,01;;;FALSCH;;;activities/1838846423.gpx;70;;5305;5298;41012;16.20000076;;729.71875;;483;697.5999756;32.29999924;-0.001219155;;;;;;;;190.6886597;1126.449463;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1841235006;14.09.2018 15:58;Lauf am Nachmittag;Lauf;;3963;13,84;;;FALSCH;;;activities/1841235006.gpx;70;;3963;3903;13842.09961;11.5;;238.1698456;;492;577.7000122;24.89999962;0.021673013;;;;;;;;;1265.059937;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1856006011;21.09.2018 09:34;nid wit cho - platte;Radfahrt;;5541;23,78;;;FALSCH;;;activities/1856006011.gpx;70;;5541;3340;23787.5;15.69999981;;327.86203;;480;610;34.09999847;-0.170257494;;;;;;;;159.7045898;594.7558594;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1860597436;23.09.2018 09:16;es lÃ¤ngt no gad a yb match;Radfahrt;;13621;91,93;;;FALSCH;;;activities/1860597436.gpx;70;;13621;13303;91931.70313;17.79999924;;1666.193359;;501.8999939;1164.900024;48.90000153;-0.000761435;;;;;;;;173.1748657;2568.675781;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;media/5BEDFB1A-EFF7-491A-926D-376B3C5DBD00.jpg
1869399996;27.09.2018 17:09;Fahrt am Abend;Radfahrt;;634;5,04;;;FALSCH;;;activities/1869399996.gpx;70;;634;634;5040.899902;13.5;;95.20531464;;508;568.7000122;40.90000153;0.271776855;;;;;;;;179.2063446;126.6827621;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1869717966;27.09.2018 19:16;Radfahrt nachts;Radfahrt;;1839;5,32;;;FALSCH;;;activities/1869717966.gpx;70;;1839;817;5319.600098;14.80000019;;76.07915497;;508;568.5999756;24.20000076;-0.276336581;;;;;;;;143.3875275;130.6195831;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1870995587;28.09.2018 09:30;Gurnigel-love;Radfahrt;;17120;103,65;;;FALSCH;;;activities/1870995587.gpx;70;;17120;15284;103649;19.29999924;;2260.589355;;491;1610;44.29999924;-9.64795E-05;;;;;;;;183.5635071;3128.226807;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;media/742BAB41-A531-4E98-9F66-2AE987C99BEA.jpg|media/E1793FB2-CDB7-43DC-8FB1-3087610AF0B0.jpg
1875915177;30.09.2018 15:41;Fahrt am Nachmittag;Radfahrt;;1708;10,44;;;FALSCH;;;activities/1875915177.gpx;70;;1708;1086;10447;14.30000019;;89.84428406;;545;690.5;31.5;-1.376471758;;;;;;;;190.9315186;231.1970673;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1899941685;12.10.2018 12:20;Lauf am Nachmittag;Lauf;;4593;13,28;;;FALSCH;;;activities/1899941685.gpx;70;;4593;3889;13284.2002;11.39999962;;231.6654053;;498.1000061;577.7000122;23.29999924;0.06323301;;;;;;;;;1213.81665;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1902265312;13.10.2018 11:50;Mont Vully;Radfahrt;;12845;87,79;;;FALSCH;;;activities/1902265312.gpx;70;;12845;12107;87797.20313;19.39999962;;1033.176636;;426.8999939;638.9000244;35.59999847;-0.000113899;;;;;;;;149.8241425;2022.521729;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;media/CE5530B3-85E0-4993-A4F6-512F51A5B7F9.jpg
1923462793;23.10.2018 20:46;Radfahrt nachts;Radfahrt;;783;5,76;;;FALSCH;;;activities/1923462793.gpx;70;;783;752;5759.899902;13;;48.27624512;;513.2999878;583.2000122;9.199999809;-0.548620641;;;;;;;;140.6990509;117.9733429;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997797404;03.12.2018 11:14;Mittagslauf;Lauf;;1418;4,62;;;FALSCH;;;activities/1997797404.gpx;70;;1418;1365;4627.399902;5.5;;106.0008316;;543.7999878;649.7999878;36.09999847;-0.036737692;;;;;;;;;421.1104126;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999320341;04.12.2018 09:12;Lauf am Morgen;Lauf;;1768;6,19;;;FALSCH;;;activities/1999320341.gpx;70;;1768;1687;6189.399902;9.300000191;;51.55007553;;547.5999756;570.5;10.30000019;-0.006462662;;;;;;;;;538.4505615;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001040443;05.12.2018 07:06;Lauf am Morgen;Lauf;;2083;5,95;;;FALSCH;;;activities/2001040443.gpx;70;;2083;1886;5957.100098;5.300000191;;149.2814331;;543.7999878;689;24.39999962;0.011750684;;;;;;;;;547.1373291;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023179531;18.12.2018 11:44;Mittagslauf;Lauf;;1926;5,18;;;FALSCH;;;activities/2023179531.gpx;70;;1926;1448;5188.600098;13.69999981;;45.47221756;;547.5999756;572.2999878;10.69999981;0.09829241;;;;;;;;;454.9458008;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2026313807;20.12.2018 09:32;Lauf am Morgen;Lauf;;2764;5,97;;;FALSCH;;;activities/2026313807.gpx;70;;2764;1907;5974;5.199999809;;159.9919739;;544.7999878;688.2999878;31.10000038;-0.013391363;;;;;;;;;543.7572632;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2034861186;25.12.2018 13:15;Lauf am Nachmittag;Lauf;;6811;15,74;;;FALSCH;;;activities/2034861186.gpx;70;;6811;5974;15743.5;8.199999809;;506.3779297;;605.2000122;940.7999878;48.59999847;-0.003811097;;;;;;;;;1566.731689;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2046536782;31.12.2018 13:18;Lauf am Nachmittag;Lauf;;3303;7,72;;;FALSCH;;;activities/2046536782.gpx;70;;3303;2292;7728.299805;5.699999809;;182.0692749;;543.7999878;685.0999756;29.39999962;-0.001293946;;;;;;;;;713.3900146;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2050609901;02.01.2019 14:26;Lauf am Nachmittag;Lauf;;3386;7,84;;;FALSCH;;;activities/2050609901.gpx;70;;3386;2324;7845.799805;9.899999619;;199.6337433;;543.7999878;685.0999756;32.90000153;0.010196539;;;;;;;;;728.303772;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2052912176;03.01.2019 14:42;easy run;Lauf;;4373;11,84;;;FALSCH;;;activities/2052912176.gpx;70;;4373;3366;11847.5;15.89999962;;162.3498383;;501.1000061;582.7999878;20;0.014349019;;;;;;;;;1054.75415;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2054545210;04.01.2019 10:07;Mittagslauf;Lauf;;2609;4,33;;;FALSCH;;;activities/2054545210.gpx;70;;2609;1385;4335.600098;7.300000191;;107.025383;;543.2999878;653.4000244;27.60000038;-0.004612972;;;;;;;;;391.2915649;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2059663859;06.01.2019 12:13;Lauf am Nachmittag;Lauf;;3675;12,65;;;FALSCH;;;activities/2059663859.gpx;70;;3675;3477;12650.40039;7;;170.1729889;;501.1000061;582.7999878;18.60000038;0.036362488;;;;;;;;;1122.141113;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2064405746;08.01.2019 15:26;Lauf am Nachmittag;Lauf;;2092;6,16;;;FALSCH;;;activities/2064405746.gpx;70;;2092;1752;6162.5;9;;151.4287567;;543.2999878;688.9000244;36.90000153;0.012981744;;;;;;;;;571.3656616;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2068523590;10.01.2019 10:17;Mittagslauf;Lauf;;3226;10,55;;;FALSCH;;;activities/2068523590.gpx;70;;3226;2904;10555.40039;13.10000038;;95.34741974;;545.5;582.7000122;17.89999962;0.061579853;;;;;;;;;922.7411499;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
